,duration,app_id,name,scale,exec_num,cpu_num,mem_num,tbl1_name,tbl2_name,completionTime-0,inputBytes-0,shuffleWriteBytes-0,completionTime-1,inputBytes-1,shuffleWriteBytes-1,completionTime-2,shuffleReadBytes-2
74,38884.0,app-20170606023838-1278,Q23-4-4-4-4-supplier-nation,4,4,4,4,supplier,nation,4.716,3336.0,3990.0,4.849,5718582.0,4201380.0,8.213,4205370.0
75,72786.0,app-20170606065902-0180,Q23-3-2-4-4-customer-order,3,2,4,4,customer,order,5.626,73251779.0,56044792.0,12.311,520770872.0,329650390.0,29.301,385695182.0
76,37937.0,app-20170603100700-0903,Q23-5-4-4-4-supplier-nation,5,4,4,4,supplier,nation,4.452,3336.0,3990.0,4.66,7148589.0,5254899.0,7.763,5258889.0
77,45777.0,app-20170609050830-0132,Q23-2-2-4-4-part-partsupp,2,2,4,4,part,partsupp,7.253,239192537.0,125991588.0,5.113,48438588.0,35069406.0,11.012,161060994.0
78,36280.0,app-20170606113946-0335,Q23-4-2-4-4-nation-region,4,2,4,4,nation,region,3.823,3336.0,2988.0,3.775,584.0,718.0,6.301,3706.0
79,138554.0,app-20170606051155-0100,Q23-2-2-4-4-lineitem-order,2,2,4,4,lineitem,order,10.806,345891562.0,217474378.0,46.525,1533065387.0,1141517846.0,65.043,1358992224.0
80,38965.0,app-20170602120709-0279,Q23-3-4-4-4-nation-region,3,4,4,4,nation,region,5.105,3336.0,2988.0,5.041,584.0,718.0,7.313,3706.0
81,68750.0,app-20170605193423-1026,Q23-2-4-4-4-customer-order,2,4,4,4,customer,order,6.457,48846488.0,37477598.0,11.936,345891562.0,216750271.0,26.86,254227869.0
82,50189.0,app-20170609024101-0005,Q23-1-2-4-4-customer-order,1,2,4,4,customer,order,4.565,24362768.0,18810337.0,8.939,171959313.0,107921424.0,11.411,126731761.0
83,42546.0,app-20170609031638-0035,Q23-1-2-4-4-part-partsupp,1,2,4,4,part,partsupp,5.68,118998996.0,62637715.0,4.605,24191723.0,17575077.0,9.888,80212792.0
84,39830.0,app-20170605222813-1136,Q23-3-4-4-4-nation-customer,3,4,4,4,nation,customer,6.081,73251779.0,52120079.0,4.344,3336.0,3990.0,9.378,52124069.0
85,242146.0,app-20170606002136-1209,Q23-4-4-4-4-lineitem-order,4,4,4,4,lineitem,order,18.902,695743150.0,442926009.0,91.936,3087316780.0,2286198168.0,117.884,2729124177.0
86,36107.0,app-20170603014106-0548,Q23-1-4-4-4-nation-region,1,4,4,4,nation,region,4.356,3336.0,2988.0,4.299,584.0,718.0,7.156,3706.0
87,47555.0,app-20170609054131-0150,Q23-2-2-4-4-supplier-partsupp,2,2,4,4,supplier,partsupp,7.811,239192537.0,126868397.0,3.733,2855193.0,2432237.0,10.413,129300634.0
88,37184.0,app-20170603031922-0629,Q23-2-4-4-4-nation-region,2,4,4,4,nation,region,4.401,3336.0,2988.0,4.134,584.0,718.0,7.396,3706.0
89,35484.0,app-20170605191324-1004,Q23-1-4-4-4-nation-region,1,4,4,4,nation,region,4.253,3336.0,2988.0,4.242,584.0,718.0,7.227,3706.0
90,65916.0,app-20170602144411-0340,Q23-4-4-4-4-part-partsupp,4,4,4,4,part,partsupp,9.029,479801578.0,253026735.0,11.404,96933969.0,70123241.0,26.528,323149976.0
91,36148.0,app-20170606145018-0435,Q23-5-2-4-4-supplier-nation,5,2,4,4,supplier,nation,4.022,3336.0,3990.0,4.37,7148589.0,5254899.0,6.339,5258889.0
92,35577.0,app-20170606114035-0336,Q23-4-2-4-4-nation-region,4,2,4,4,nation,region,3.989,3336.0,2988.0,3.919,584.0,718.0,6.157,3706.0
93,37332.0,app-20170609045616-0119,Q23-2-2-4-4-nation-customer,2,2,4,4,nation,customer,4.791,48846488.0,34767956.0,3.433,3336.0,3990.0,6.917,34771946.0
94,37895.0,app-20170609075734-0243,Q23-3-2-4-4-nation-region,3,2,4,4,nation,region,3.233,3336.0,2988.0,3.191,584.0,718.0,5.45,3706.0
95,995116.0,app-20170602074559-0189,Q23-2-4-4-4-supplier-customer,2,4,4,4,supplier,customer,6.477,48846488.0,34767956.0,5.303,2855193.0,2110997.0,962.376,36878953.0
96,63174.0,app-20170609060300-0177,Q23-3-2-4-4-customer-order,3,2,4,4,customer,order,5.909,73251779.0,56044792.0,11.975,520770872.0,329650390.0,26.945,385695182.0
97,53989.0,app-20170603030840-0619,Q23-2-4-4-4-supplier-partsupp,2,4,4,4,supplier,partsupp,11.069,239192537.0,126868397.0,4.552,2855193.0,2432237.0,14.449,129300634.0
98,272018.0,app-20170609115233-0367,Q23-5-2-4-4-lineitem-order,5,2,4,4,lineitem,order,17.082,870580522.0,552515414.0,98.243,3865016361.0,2858252785.0,148.196,3410768199.0
99,192802.0,app-20170605230931-1159,Q23-3-4-4-4-partsupp-lineitem,3,4,4,4,partsupp,lineitem,9.376,359551313.0,192097578.0,60.546,2310171958.0,1770564241.0,100.207,1962661819.0
100,49600.0,app-20170609070959-0219,Q23-3-2-4-4-part-partsupp,3,2,4,4,part,partsupp,7.966,359551313.0,189487969.0,7.865,72686038.0,52611829.0,12.379,242099798.0
101,66350.0,app-20170606021505-1254,Q23-4-4-4-4-supplier-partsupp,4,4,4,4,supplier,partsupp,9.414,479801578.0,256543769.0,8.301,5718582.0,4666360.0,26.366,261210129.0
102,39536.0,app-20170605182426-0962,Q23-1-4-4-4-nation-customer,1,4,4,4,nation,customer,4.984,24362768.0,17406073.0,4.17,3336.0,3990.0,8.313,17410063.0
103,53995.0,app-20170605223727-1145,Q23-3-4-4-4-part-partsupp,3,4,4,4,part,partsupp,9.113,359551313.0,189487969.0,8.924,72686038.0,52611829.0,17.705,242099798.0
104,33122.0,app-20170609080420-0252,Q23-3-2-4-4-nation-region,3,2,4,4,nation,region,3.436,3336.0,2988.0,3.383,584.0,718.0,5.313,3706.0
105,35933.0,app-20170603073228-0806,Q23-4-4-4-4-nation-region,4,4,4,4,nation,region,4.216,3336.0,2988.0,3.962,584.0,718.0,7.352,3706.0
106,91992.0,app-20170606033758-0015,Q23-1-2-4-4-lineitem-order,1,2,4,4,lineitem,order,12.509,171959313.0,108726774.0,22.072,760190967.0,567345437.0,43.211,676072211.0
107,232082.0,app-20170606093453-0277,Q23-4-2-4-4-lineitem-order,4,2,4,4,lineitem,order,17.837,695743150.0,442926009.0,80.006,3087316780.0,2286198168.0,121.734,2729124177.0
108,33231.0,app-20170609040152-0077,Q23-1-2-4-4-nation-region,1,2,4,4,nation,region,3.389,3336.0,2988.0,3.354,584.0,718.0,5.384,3706.0
109,60399.0,app-20170603041700-0685,Q23-3-4-4-4-part-partsupp,3,4,4,4,part,partsupp,9.188,359551313.0,189487969.0,8.962,72686038.0,52611829.0,18.881,242099798.0
110,35147.0,app-20170609140339-0420,Q23-5-2-4-4-nation-region,5,2,4,4,nation,region,3.544,3336.0,2988.0,3.504,584.0,718.0,5.587,3706.0
111,267787.0,app-20170602042354-0090,Q23-1-4-4-4-supplier-customer,1,4,4,4,supplier,customer,5.738,24362768.0,17406073.0,5.083,1425488.0,1066937.0,236.908,18473010.0
112,266913.0,app-20170602041913-0089,Q23-1-4-4-4-supplier-customer,1,4,4,4,supplier,customer,5.665,24362768.0,17406073.0,5.034,1425488.0,1066937.0,238.645,18473010.0
113,68501.0,app-20170606065741-0179,Q23-3-2-4-4-customer-order,3,2,4,4,customer,order,5.564,73251779.0,56044792.0,11.896,520770872.0,329650390.0,28.782,385695182.0
114,190817.0,app-20170605231625-1161,Q23-3-4-4-4-partsupp-lineitem,3,4,4,4,partsupp,lineitem,9.618,359551313.0,192097578.0,62.55,2310171958.0,1770564241.0,97.065,1962661819.0
115,133924.0,app-20170606061133-0138,Q23-2-2-4-4-partsupp-lineitem,2,2,4,4,partsupp,lineitem,10.956,239192537.0,127737658.0,34.22,1533065387.0,1181182732.0,72.993,1308920390.0
116,35548.0,app-20170602063840-0183,Q23-2-4-4-4-nation-region,2,4,4,4,nation,region,4.243,3336.0,2988.0,4.404,584.0,718.0,7.117,3706.0
117,36315.0,app-20170603052211-0722,Q23-3-4-4-4-nation-region,3,4,4,4,nation,region,4.451,3336.0,2988.0,4.335,584.0,718.0,7.276,3706.0
118,40215.0,app-20170609123536-0381,Q23-5-2-4-4-nation-customer,5,2,4,4,nation,customer,6.335,122145118.0,86849590.0,3.64,3336.0,3990.0,8.126,86853580.0
119,35585.0,app-20170603100038-0895,Q23-5-4-4-4-nation-region,5,4,4,4,nation,region,4.361,3336.0,2988.0,4.302,584.0,718.0,7.448,3706.0
120,36155.0,app-20170606090642-0257,Q23-3-2-4-4-supplier-nation,3,2,4,4,supplier,nation,4.053,3336.0,3990.0,4.27,4287170.0,3154813.0,6.646,3158803.0
121,34649.0,app-20170606144311-0426,Q23-5-2-4-4-nation-region,5,2,4,4,nation,region,3.736,3336.0,2988.0,3.697,584.0,718.0,5.98,3706.0
122,34674.0,app-20170602063753-0182,Q23-2-4-4-4-nation-region,2,4,4,4,nation,region,4.305,3336.0,2988.0,4.288,584.0,718.0,7.122,3706.0
123,48072.0,app-20170609111417-0348,Q23-4-2-4-4-supplier-nation,4,2,4,4,supplier,nation,3.514,3336.0,3990.0,3.8,5718582.0,4201380.0,10.726,4205370.0
124,51021.0,app-20170609070144-0211,Q23-3-2-4-4-part-partsupp,3,2,4,4,part,partsupp,7.708,359551313.0,189487969.0,7.652,72686038.0,52611829.0,12.26,242099798.0
125,41997.0,app-20170603040734-0675,Q23-3-4-4-4-nation-customer,3,4,4,4,nation,customer,6.551,73251779.0,52120079.0,4.427,3336.0,3990.0,9.783,52124069.0
126,243690.0,app-20170602153002-0352,Q23-4-4-4-4-partsupp-lineitem,4,4,4,4,partsupp,lineitem,9.716,479801578.0,256549712.0,84.657,3087316780.0,2366016746.0,130.597,2622566458.0
127,41175.0,app-20170603040828-0676,Q23-3-4-4-4-nation-customer,3,4,4,4,nation,customer,6.588,73251779.0,52120079.0,4.743,3336.0,3990.0,9.297,52124069.0
128,39698.0,app-20170602053739-0138,Q23-2-4-4-4-nation-customer,2,4,4,4,nation,customer,5.878,48846488.0,34767956.0,4.534,3336.0,3990.0,8.697,34771946.0
129,65857.0,app-20170602143622-0334,Q23-4-4-4-4-part-partsupp,4,4,4,4,part,partsupp,8.963,479801578.0,253026735.0,10.935,96933969.0,70123241.0,26.151,323149976.0
130,38341.0,app-20170609044947-0111,Q23-2-2-4-4-nation-customer,2,2,4,4,nation,customer,5.02,48846488.0,34767956.0,3.594,3336.0,3990.0,7.085,34771946.0
131,65209.0,app-20170606010922-1229,Q23-4-4-4-4-part-partsupp,4,4,4,4,part,partsupp,10.426,479801578.0,253026735.0,13.026,96933969.0,70123241.0,26.226,323149976.0
132,36112.0,app-20170606064616-0166,Q23-2-2-4-4-supplier-nation,2,2,4,4,supplier,nation,3.849,3336.0,3990.0,4.115,2855193.0,2110997.0,6.342,2114987.0
133,95162.0,app-20170602034438-0063,Q23-1-4-4-4-partsupp-lineitem,1,4,4,4,partsupp,lineitem,6.837,118998996.0,63514715.0,23.118,760190967.0,587088337.0,41.845,650603052.0
134,38442.0,app-20170606022610-1263,Q23-4-4-4-4-nation-region,4,4,4,4,nation,region,4.479,3336.0,2988.0,4.58,584.0,718.0,7.306,3706.0
135,136829.0,app-20170603030358-0616,Q23-2-4-4-4-partsupp-lineitem,2,4,4,4,partsupp,lineitem,11.819,239192537.0,127737658.0,35.655,1533065387.0,1181182732.0,72.934,1308920390.0
136,34929.0,app-20170603100213-0897,Q23-5-4-4-4-nation-region,5,4,4,4,nation,region,4.501,3336.0,2988.0,4.108,584.0,718.0,7.329,3706.0
137,36428.0,app-20170605192049-1013,Q23-1-4-4-4-supplier-nation,1,4,4,4,supplier,nation,4.533,3336.0,3990.0,4.624,1425488.0,1066937.0,7.723,1070927.0
138,275168.0,app-20170609121608-0372,Q23-5-2-4-4-lineitem-order,5,2,4,4,lineitem,order,18.161,870580522.0,552515414.0,99.53,3865016361.0,2858252785.0,149.425,3410768199.0
139,36512.0,app-20170602040329-0083,Q23-1-4-4-4-nation-region,1,4,4,4,nation,region,4.47,3336.0,2988.0,4.583,584.0,718.0,7.122,3706.0
140,42024.0,app-20170602142708-0325,Q23-4-4-4-4-nation-customer,4,4,4,4,nation,customer,6.456,97731955.0,69479587.0,4.215,3336.0,3990.0,10.175,69483577.0
141,169190.0,app-20170609064227-0196,Q23-3-2-4-4-lineitem-order,3,2,4,4,lineitem,order,10.68,520770872.0,330474571.0,56.091,2310171958.0,1710624435.0,86.234,2041099006.0
142,42420.0,app-20170603041349-0682,Q23-3-4-4-4-nation-customer,3,4,4,4,nation,customer,6.603,73251779.0,52120079.0,4.836,3336.0,3990.0,9.814,52124069.0
143,182042.0,app-20170605220548-1125,Q23-3-4-4-4-lineitem-order,3,4,4,4,lineitem,order,12.987,520770872.0,330474571.0,58.633,2310171958.0,1710624435.0,92.667,2041099006.0
144,130324.0,app-20170605200409-1040,Q23-2-4-4-4-lineitem-order,2,4,4,4,lineitem,order,11.738,345891562.0,217474378.0,38.596,1533065387.0,1141517846.0,65.211,1358992224.0
145,36395.0,app-20170606045331-0083,Q23-1-2-4-4-supplier-nation,1,2,4,4,supplier,nation,3.715,3336.0,3990.0,3.825,1425488.0,1066937.0,6.785,1070927.0
146,37856.0,app-20170602133929-0297,Q23-3-4-4-4-supplier-nation,3,4,4,4,supplier,nation,4.26,3336.0,3990.0,4.75,4287170.0,3154813.0,7.956,3158803.0
147,187906.0,app-20170605225602-1155,Q23-3-4-4-4-partsupp-lineitem,3,4,4,4,partsupp,lineitem,9.582,359551313.0,192097578.0,56.14,2310171958.0,1770564241.0,99.88,1962661819.0
