,duration,id,name,scale,exec_num,cpu_num,mem_num,tbl1_name,tbl2_name
25,293805.0,app-20170603090235-0873,Q23-5-4-4-4-partsupp-lineitem,5,4,4,4,partsupp,lineitem
26,186262.0,app-20170606083050-0228,Q23-3-2-4-4-partsupp-lineitem,3,2,4,4,partsupp,lineitem
27,92334.0,app-20170606120916-0362,Q23-5-2-4-4-customer-order,5,2,4,4,customer,order
28,126587.0,app-20170609043758-0106,Q23-2-2-4-4-lineitem-order,2,2,4,4,lineitem,order
29,32956.0,app-20170606144005-0422,Q23-5-2-4-4-nation-region,5,2,4,4,nation,region
30,35580.0,app-20170606085938-0248,Q23-3-2-4-4-nation-region,3,2,4,4,nation,region
31,37206.0,app-20170602050622-0108,Q23-2-4-4-4-customer-order,2,4,4,4,customer,order
32,37042.0,app-20170602050043-0101,Q23-1-4-4-4-supplier-nation,1,4,4,4,supplier,nation
33,47574.0,app-20170609023800-0002,Q23-1-2-4-4-customer-order,1,2,4,4,customer,order
34,35380.0,app-20170602155253-0370,Q23-4-4-4-4-nation-region,4,4,4,4,nation,region
35,33399.0,app-20170609060043-0174,Q23-2-2-4-4-supplier-nation,2,2,4,4,supplier,nation
36,38767.0,app-20170606031546-0000,Q23-3-4-4-4-supplier-nation,3,4,4,4,supplier,nation
37,40422.0,app-20170603034220-0657,Q23-3-4-4-4-customer-order,3,4,4,4,customer,order
38,92159.0,app-20170609030147-0020,Q23-1-2-4-4-lineitem-order,1,2,4,4,lineitem,order
39,36334.0,app-20170603140039-0925,Q23-3-4-4-4-supplier-nation,3,4,4,4,supplier,nation
40,269227.0,app-20170606124056-0370,Q23-5-2-4-4-lineitem-order,5,2,4,4,lineitem,order
41,235922.0,app-20170606105853-0314,Q23-4-2-4-4-partsupp-lineitem,4,2,4,4,partsupp,lineitem
42,54801.0,app-20170605210005-1076,Q23-2-4-4-4-supplier-partsupp,2,4,4,4,supplier,partsupp
43,120255.0,app-20170602140211-0309,Q23-4-4-4-4-lineitem-order,4,4,4,4,lineitem,order
44,288886.0,app-20170609133350-0405,Q23-5-2-4-4-partsupp-lineitem,5,2,4,4,partsupp,lineitem
45,39742.0,app-20170609123811-0384,Q23-5-2-4-4-nation-customer,5,2,4,4,nation,customer
46,66151.0,app-20170609125138-0395,Q23-5-2-4-4-part-partsupp,5,2,4,4,part,partsupp
47,39486.0,app-20170609091903-0293,Q23-4-2-4-4-nation-customer,4,2,4,4,nation,customer
48,53130.0,app-20170603041924-0687,Q23-3-4-4-4-part-partsupp,3,4,4,4,part,partsupp
49,38961.0,app-20170609092225-0297,Q23-4-2-4-4-nation-customer,4,2,4,4,nation,customer
50,187903.0,app-20170605230611-1158,Q23-3-4-4-4-partsupp-lineitem,3,4,4,4,partsupp,lineitem
51,70894.0,app-20170609105513-0332,Q23-4-2-4-4-nation-region,4,2,4,4,nation,region
52,50714.0,app-20170606062719-0145,Q23-2-2-4-4-supplier-partsupp,2,2,4,4,supplier,partsupp
53,33221.0,app-20170609140820-0426,Q23-5-2-4-4-nation-region,5,2,4,4,nation,region
54,49620.0,app-20170606063129-0149,Q23-2-2-4-4-supplier-partsupp,2,2,4,4,supplier,partsupp
55,37631.0,app-20170603033307-0646,Q23-2-4-4-4-supplier-nation,2,4,4,4,supplier,nation
56,142898.0,app-20170603075813-0837,Q23-5-4-4-4-lineitem-order,5,4,4,4,lineitem,order
57,97555.0,app-20170603040306-0671,Q23-3-4-4-4-lineitem-order,3,4,4,4,lineitem,order
58,61336.0,app-20170606051041-0099,Q23-2-2-4-4-customer-order,2,2,4,4,customer,order
59,90776.0,app-20170609103950-0324,Q23-4-2-4-4-supplier-partsupp,4,2,4,4,supplier,partsupp
60,88647.0,app-20170606001128-1206,Q23-4-4-4-4-customer-order,4,4,4,4,customer,order
61,40307.0,app-20170606075500-0209,Q23-3-2-4-4-nation-customer,3,2,4,4,nation,customer
62,280034.0,app-20170606121241-0364,Q23-5-2-4-4-lineitem-order,5,2,4,4,lineitem,order
63,36668.0,app-20170602094947-0205,Q23-2-4-4-4-supplier-nation,2,4,4,4,supplier,nation
64,135627.0,app-20170602055445-0153,Q23-2-4-4-4-partsupp-lineitem,2,4,4,4,partsupp,lineitem
65,36876.0,app-20170603014507-0553,Q23-1-4-4-4-supplier-nation,1,4,4,4,supplier,nation
66,244654.0,app-20170603062927-0782,Q23-4-4-4-4-partsupp-lineitem,4,4,4,4,partsupp,lineitem
67,68161.0,app-20170603095007-0886,Q23-5-4-4-4-supplier-partsupp,5,4,4,4,supplier,partsupp
68,232003.0,app-20170606111100-0317,Q23-4-2-4-4-partsupp-lineitem,4,2,4,4,partsupp,lineitem
69,244459.0,app-20170606013240-1242,Q23-4-4-4-4-partsupp-lineitem,4,4,4,4,partsupp,lineitem
70,56323.0,app-20170602062451-0168,Q23-2-4-4-4-supplier-partsupp,2,4,4,4,supplier,partsupp
71,280328.0,app-20170606134824-0401,Q23-5-2-4-4-partsupp-lineitem,5,2,4,4,partsupp,lineitem
72,37698.0,app-20170606044054-0067,Q23-1-2-4-4-nation-region,1,2,4,4,nation,region
73,33320.0,app-20170609040455-0081,Q23-1-2-4-4-supplier-nation,1,2,4,4,supplier,nation
74,38695.0,app-20170605212650-1105,Q23-2-4-4-4-supplier-nation,2,4,4,4,supplier,nation
75,36664.0,app-20170603051859-0718,Q23-3-4-4-4-nation-region,3,4,4,4,nation,region
76,36107.0,app-20170603014154-0549,Q23-1-4-4-4-nation-region,1,4,4,4,nation,region
77,137269.0,app-20170603025114-0611,Q23-2-4-4-4-partsupp-lineitem,2,4,4,4,partsupp,lineitem
78,91460.0,app-20170609113446-0362,Q23-5-2-4-4-customer-order,5,2,4,4,customer,order
79,41447.0,app-20170602102700-0237,Q23-3-4-4-4-nation-customer,3,4,4,4,nation,customer
80,37000.0,app-20170605191501-1006,Q23-1-4-4-4-nation-region,1,4,4,4,nation,region
81,38884.0,app-20170606023838-1278,Q23-4-4-4-4-supplier-nation,4,4,4,4,supplier,nation
82,72786.0,app-20170606065902-0180,Q23-3-2-4-4-customer-order,3,2,4,4,customer,order
83,37937.0,app-20170603100700-0903,Q23-5-4-4-4-supplier-nation,5,4,4,4,supplier,nation
84,45777.0,app-20170609050830-0132,Q23-2-2-4-4-part-partsupp,2,2,4,4,part,partsupp
85,36280.0,app-20170606113946-0335,Q23-4-2-4-4-nation-region,4,2,4,4,nation,region
86,138554.0,app-20170606051155-0100,Q23-2-2-4-4-lineitem-order,2,2,4,4,lineitem,order
87,61556.0,app-20170602030057-0026,Q23-1-4-4-4-lineitem-order,1,4,4,4,lineitem,order
88,38965.0,app-20170602120709-0279,Q23-3-4-4-4-nation-region,3,4,4,4,nation,region
89,68750.0,app-20170605193423-1026,Q23-2-4-4-4-customer-order,2,4,4,4,customer,order
90,97939.0,app-20170602141859-0318,Q23-4-4-4-4-lineitem-order,4,4,4,4,lineitem,order
91,59131.0,app-20170602030210-0027,Q23-1-4-4-4-lineitem-order,1,4,4,4,lineitem,order
92,50189.0,app-20170609024101-0005,Q23-1-2-4-4-customer-order,1,2,4,4,customer,order
93,42546.0,app-20170609031638-0035,Q23-1-2-4-4-part-partsupp,1,2,4,4,part,partsupp
94,39830.0,app-20170605222813-1136,Q23-3-4-4-4-nation-customer,3,4,4,4,nation,customer
95,242146.0,app-20170606002136-1209,Q23-4-4-4-4-lineitem-order,4,4,4,4,lineitem,order
96,36107.0,app-20170603014106-0548,Q23-1-4-4-4-nation-region,1,4,4,4,nation,region
97,47555.0,app-20170609054131-0150,Q23-2-2-4-4-supplier-partsupp,2,2,4,4,supplier,partsupp
98,37184.0,app-20170603031922-0629,Q23-2-4-4-4-nation-region,2,4,4,4,nation,region
99,35484.0,app-20170605191324-1004,Q23-1-4-4-4-nation-region,1,4,4,4,nation,region
100,65916.0,app-20170602144411-0340,Q23-4-4-4-4-part-partsupp,4,4,4,4,part,partsupp
101,36148.0,app-20170606145018-0435,Q23-5-2-4-4-supplier-nation,5,2,4,4,supplier,nation
102,35577.0,app-20170606114035-0336,Q23-4-2-4-4-nation-region,4,2,4,4,nation,region
103,37332.0,app-20170609045616-0119,Q23-2-2-4-4-nation-customer,2,2,4,4,nation,customer
104,37895.0,app-20170609075734-0243,Q23-3-2-4-4-nation-region,3,2,4,4,nation,region
105,995116.0,app-20170602074559-0189,Q23-2-4-4-4-supplier-customer,2,4,4,4,supplier,customer
106,63174.0,app-20170609060300-0177,Q23-3-2-4-4-customer-order,3,2,4,4,customer,order
107,53989.0,app-20170603030840-0619,Q23-2-4-4-4-supplier-partsupp,2,4,4,4,supplier,partsupp
108,272018.0,app-20170609115233-0367,Q23-5-2-4-4-lineitem-order,5,2,4,4,lineitem,order
109,192802.0,app-20170605230931-1159,Q23-3-4-4-4-partsupp-lineitem,3,4,4,4,partsupp,lineitem
110,103646.0,app-20170603034546-0661,Q23-3-4-4-4-lineitem-order,3,4,4,4,lineitem,order
111,49600.0,app-20170609070959-0219,Q23-3-2-4-4-part-partsupp,3,2,4,4,part,partsupp
112,66350.0,app-20170606021505-1254,Q23-4-4-4-4-supplier-partsupp,4,4,4,4,supplier,partsupp
113,39536.0,app-20170605182426-0962,Q23-1-4-4-4-nation-customer,1,4,4,4,nation,customer
114,53995.0,app-20170605223727-1145,Q23-3-4-4-4-part-partsupp,3,4,4,4,part,partsupp
115,33122.0,app-20170609080420-0252,Q23-3-2-4-4-nation-region,3,2,4,4,nation,region
116,96466.0,app-20170602140423-0310,Q23-4-4-4-4-lineitem-order,4,4,4,4,lineitem,order
117,35933.0,app-20170603073228-0806,Q23-4-4-4-4-nation-region,4,4,4,4,nation,region
118,91992.0,app-20170606033758-0015,Q23-1-2-4-4-lineitem-order,1,2,4,4,lineitem,order
119,232082.0,app-20170606093453-0277,Q23-4-2-4-4-lineitem-order,4,2,4,4,lineitem,order
120,33231.0,app-20170609040152-0077,Q23-1-2-4-4-nation-region,1,2,4,4,nation,region
121,60399.0,app-20170603041700-0685,Q23-3-4-4-4-part-partsupp,3,4,4,4,part,partsupp
122,35147.0,app-20170609140339-0420,Q23-5-2-4-4-nation-region,5,2,4,4,nation,region
123,267787.0,app-20170602042354-0090,Q23-1-4-4-4-supplier-customer,1,4,4,4,supplier,customer
124,266913.0,app-20170602041913-0089,Q23-1-4-4-4-supplier-customer,1,4,4,4,supplier,customer
125,68501.0,app-20170606065741-0179,Q23-3-2-4-4-customer-order,3,2,4,4,customer,order
126,1470771.0,app-20170603132457-0915,Q23-3-4-4-4-supplier-customer,3,4,4,4,supplier,customer
127,190817.0,app-20170605231625-1161,Q23-3-4-4-4-partsupp-lineitem,3,4,4,4,partsupp,lineitem
128,133924.0,app-20170606061133-0138,Q23-2-2-4-4-partsupp-lineitem,2,2,4,4,partsupp,lineitem
129,35548.0,app-20170602063840-0183,Q23-2-4-4-4-nation-region,2,4,4,4,nation,region
130,36315.0,app-20170603052211-0722,Q23-3-4-4-4-nation-region,3,4,4,4,nation,region
131,40215.0,app-20170609123536-0381,Q23-5-2-4-4-nation-customer,5,2,4,4,nation,customer
132,35585.0,app-20170603100038-0895,Q23-5-4-4-4-nation-region,5,4,4,4,nation,region
133,36155.0,app-20170606090642-0257,Q23-3-2-4-4-supplier-nation,3,2,4,4,supplier,nation
134,34649.0,app-20170606144311-0426,Q23-5-2-4-4-nation-region,5,2,4,4,nation,region
135,34674.0,app-20170602063753-0182,Q23-2-4-4-4-nation-region,2,4,4,4,nation,region
136,48072.0,app-20170609111417-0348,Q23-4-2-4-4-supplier-nation,4,2,4,4,supplier,nation
137,51021.0,app-20170609070144-0211,Q23-3-2-4-4-part-partsupp,3,2,4,4,part,partsupp
138,41997.0,app-20170603040734-0675,Q23-3-4-4-4-nation-customer,3,4,4,4,nation,customer
139,243690.0,app-20170602153002-0352,Q23-4-4-4-4-partsupp-lineitem,4,4,4,4,partsupp,lineitem
140,37887.0,app-20170602135757-0304,Q23-4-4-4-4-customer-order,4,4,4,4,customer,order
141,41175.0,app-20170603040828-0676,Q23-3-4-4-4-nation-customer,3,4,4,4,nation,customer
142,39698.0,app-20170602053739-0138,Q23-2-4-4-4-nation-customer,2,4,4,4,nation,customer
143,65857.0,app-20170602143622-0334,Q23-4-4-4-4-part-partsupp,4,4,4,4,part,partsupp
144,38341.0,app-20170609044947-0111,Q23-2-2-4-4-nation-customer,2,2,4,4,nation,customer
145,65209.0,app-20170606010922-1229,Q23-4-4-4-4-part-partsupp,4,4,4,4,part,partsupp
146,36112.0,app-20170606064616-0166,Q23-2-2-4-4-supplier-nation,2,2,4,4,supplier,nation
147,95162.0,app-20170602034438-0063,Q23-1-4-4-4-partsupp-lineitem,1,4,4,4,partsupp,lineitem
148,38442.0,app-20170606022610-1263,Q23-4-4-4-4-nation-region,4,4,4,4,nation,region
149,136829.0,app-20170603030358-0616,Q23-2-4-4-4-partsupp-lineitem,2,4,4,4,partsupp,lineitem
150,34929.0,app-20170603100213-0897,Q23-5-4-4-4-nation-region,5,4,4,4,nation,region
151,36428.0,app-20170605192049-1013,Q23-1-4-4-4-supplier-nation,1,4,4,4,supplier,nation
152,275168.0,app-20170609121608-0372,Q23-5-2-4-4-lineitem-order,5,2,4,4,lineitem,order
153,36512.0,app-20170602040329-0083,Q23-1-4-4-4-nation-region,1,4,4,4,nation,region
154,42024.0,app-20170602142708-0325,Q23-4-4-4-4-nation-customer,4,4,4,4,nation,customer
155,38053.0,app-20170602135433-0300,Q23-4-4-4-4-customer-order,4,4,4,4,customer,order
156,169190.0,app-20170609064227-0196,Q23-3-2-4-4-lineitem-order,3,2,4,4,lineitem,order
157,42420.0,app-20170603041349-0682,Q23-3-4-4-4-nation-customer,3,4,4,4,nation,customer
158,182042.0,app-20170605220548-1125,Q23-3-4-4-4-lineitem-order,3,4,4,4,lineitem,order
159,39091.0,app-20170603053515-0738,Q23-4-4-4-4-customer-order,4,4,4,4,customer,order
160,130324.0,app-20170605200409-1040,Q23-2-4-4-4-lineitem-order,2,4,4,4,lineitem,order
161,36395.0,app-20170606045331-0083,Q23-1-2-4-4-supplier-nation,1,2,4,4,supplier,nation
162,37856.0,app-20170602133929-0297,Q23-3-4-4-4-supplier-nation,3,4,4,4,supplier,nation
163,187906.0,app-20170605225602-1155,Q23-3-4-4-4-partsupp-lineitem,3,4,4,4,partsupp,lineitem
164,293982.0,app-20170603085221-0871,Q23-5-4-4-4-partsupp-lineitem,5,4,4,4,partsupp,lineitem
165,153683.0,app-20170605194101-1031,Q23-2-4-4-4-lineitem-order,2,4,4,4,lineitem,order
166,38371.0,app-20170605234745-1188,Q23-3-4-4-4-supplier-nation,3,4,4,4,supplier,nation
167,37066.0,app-20170609045350-0116,Q23-2-2-4-4-nation-customer,2,2,4,4,nation,customer
168,38328.0,app-20170603135724-0921,Q23-3-4-4-4-supplier-nation,3,4,4,4,supplier,nation
169,60853.0,app-20170606113301-0328,Q23-4-2-4-4-supplier-partsupp,4,2,4,4,supplier,partsupp
170,96753.0,app-20170606042659-0054,Q23-1-2-4-4-partsupp-lineitem,1,2,4,4,partsupp,lineitem
171,55079.0,app-20170605174804-0934,Q23-1-4-4-4-customer-order,1,4,4,4,customer,order
172,53606.0,app-20170602062028-0164,Q23-2-4-4-4-supplier-partsupp,2,4,4,4,supplier,partsupp
173,54406.0,app-20170605202101-1055,Q23-2-4-4-4-part-partsupp,2,4,4,4,part,partsupp
174,38942.0,app-20170603004610-0497,Q23-1-4-4-4-nation-customer,1,4,4,4,nation,customer
175,35533.0,app-20170602063927-0184,Q23-2-4-4-4-nation-region,2,4,4,4,nation,region
176,35258.0,app-20170606044626-0074,Q23-1-2-4-4-nation-region,1,2,4,4,nation,region
177,36204.0,app-20170603101159-0909,Q23-5-4-4-4-supplier-nation,5,4,4,4,supplier,nation
178,95821.0,app-20170602141524-0316,Q23-4-4-4-4-lineitem-order,4,4,4,4,lineitem,order
179,47568.0,app-20170609075128-0237,Q23-3-2-4-4-supplier-partsupp,3,2,4,4,supplier,partsupp
180,91350.0,app-20170603035257-0665,Q23-3-4-4-4-lineitem-order,3,4,4,4,lineitem,order
181,59711.0,app-20170609092655-0301,Q23-4-2-4-4-part-partsupp,4,2,4,4,part,partsupp
182,60249.0,app-20170606113525-0330,Q23-4-2-4-4-supplier-partsupp,4,2,4,4,supplier,partsupp
183,44269.0,app-20170606043712-0063,Q23-1-2-4-4-supplier-partsupp,1,2,4,4,supplier,partsupp
184,81795.0,app-20170609081407-0265,Q23-4-2-4-4-customer-order,4,2,4,4,customer,order
185,37592.0,app-20170603032724-0639,Q23-2-4-4-4-supplier-nation,2,4,4,4,supplier,nation
186,48605.0,app-20170609050433-0128,Q23-2-2-4-4-part-partsupp,2,2,4,4,part,partsupp
187,35964.0,app-20170606091038-0262,Q23-3-2-4-4-supplier-nation,3,2,4,4,supplier,nation
188,37690.0,app-20170603015000-0559,Q23-1-4-4-4-supplier-nation,1,4,4,4,supplier,nation
189,33726.0,app-20170609060129-0175,Q23-2-2-4-4-supplier-nation,2,2,4,4,supplier,nation
190,40944.0,app-20170609034905-0061,Q23-1-2-4-4-supplier-partsupp,1,2,4,4,supplier,partsupp
191,72335.0,app-20170606070436-0184,Q23-3-2-4-4-customer-order,3,2,4,4,customer,order
192,42687.0,app-20170609035143-0064,Q23-1-2-4-4-supplier-partsupp,1,2,4,4,supplier,partsupp
193,34286.0,app-20170609055913-0172,Q23-2-2-4-4-supplier-nation,2,2,4,4,supplier,nation
194,44943.0,app-20170606043519-0061,Q23-1-2-4-4-supplier-partsupp,1,2,4,4,supplier,partsupp
195,42859.0,app-20170606010540-1225,Q23-4-4-4-4-nation-customer,4,4,4,4,nation,customer
196,45703.0,app-20170609054230-0151,Q23-2-2-4-4-supplier-partsupp,2,2,4,4,supplier,partsupp
197,34850.0,app-20170609045439-0117,Q23-2-2-4-4-nation-customer,2,2,4,4,nation,customer
198,178605.0,app-20170606072335-0192,Q23-3-2-4-4-lineitem-order,3,2,4,4,lineitem,order
199,54028.0,app-20170605210324-1079,Q23-2-4-4-4-supplier-partsupp,2,4,4,4,supplier,partsupp
200,53634.0,app-20170603023208-0600,Q23-2-4-4-4-part-partsupp,2,4,4,4,part,partsupp
201,139712.0,app-20170603030126-0615,Q23-2-4-4-4-partsupp-lineitem,2,4,4,4,partsupp,lineitem
202,75403.0,app-20170609105926-0335,Q23-4-2-4-4-nation-region,4,2,4,4,nation,region
203,40778.0,app-20170602142949-0328,Q23-4-4-4-4-nation-customer,4,4,4,4,nation,customer
204,49509.0,app-20170606055611-0130,Q23-2-2-4-4-part-partsupp,2,2,4,4,part,partsupp
205,40051.0,app-20170606101915-0292,Q23-4-2-4-4-nation-customer,4,2,4,4,nation,customer
206,46048.0,app-20170609050732-0131,Q23-2-2-4-4-part-partsupp,2,2,4,4,part,partsupp
207,66356.0,app-20170603061616-0772,Q23-4-4-4-4-part-partsupp,4,4,4,4,part,partsupp
208,34982.0,app-20170602182113-0460,Q23-5-4-4-4-nation-region,5,4,4,4,nation,region
209,36511.0,app-20170602035753-0076,Q23-1-4-4-4-nation-region,1,4,4,4,nation,region
210,41347.0,app-20170602181451-0452,Q23-5-4-4-4-nation-region,5,4,4,4,nation,region
211,103026.0,app-20170602141138-0314,Q23-4-4-4-4-lineitem-order,4,4,4,4,lineitem,order
212,51844.0,app-20170602054016-0141,Q23-2-4-4-4-part-partsupp,2,4,4,4,part,partsupp
213,54612.0,app-20170605202207-1056,Q23-2-4-4-4-part-partsupp,2,4,4,4,part,partsupp
214,139555.0,app-20170605203607-1066,Q23-2-4-4-4-partsupp-lineitem,2,4,4,4,partsupp,lineitem
215,38073.0,app-20170602051349-0117,Q23-2-4-4-4-customer-order,2,4,4,4,customer,order
216,298653.0,app-20170602113228-0260,Q23-3-4-4-4-partsupp-lineitem,3,4,4,4,partsupp,lineitem
217,133665.0,app-20170609042344-0100,Q23-2-2-4-4-lineitem-order,2,2,4,4,lineitem,order
218,37470.0,app-20170602024946-0015,Q23-1-4-4-4-customer-order,1,4,4,4,customer,order
219,45297.0,app-20170603083125-0858,Q23-5-4-4-4-nation-customer,5,4,4,4,nation,customer
220,39289.0,app-20170603075125-0829,Q23-5-4-4-4-customer-order,5,4,4,4,customer,order
221,37902.0,app-20170606035730-0030,Q23-1-2-4-4-nation-customer,1,2,4,4,nation,customer
222,37085.0,app-20170602050445-0106,Q23-1-4-4-4-supplier-nation,1,4,4,4,supplier,nation
223,53675.0,app-20170605223503-1143,Q23-3-4-4-4-part-partsupp,3,4,4,4,part,partsupp
224,597926.0,app-20170602131847-0286,Q23-3-4-4-4-supplier-customer,3,4,4,4,supplier,customer
225,36344.0,app-20170602155516-0373,Q23-4-4-4-4-nation-region,4,4,4,4,nation,region
226,226432.0,app-20170609095546-0314,Q23-4-2-4-4-partsupp-lineitem,4,2,4,4,partsupp,lineitem
227,1935396.0,app-20170602121110-0284,Q23-3-4-4-4-supplier-customer,3,4,4,4,supplier,customer
228,135581.0,app-20170605195902-1038,Q23-2-4-4-4-lineitem-order,2,4,4,4,lineitem,order
229,44813.0,app-20170605183640-0975,Q23-1-4-4-4-part-partsupp,1,4,4,4,part,partsupp
230,39728.0,app-20170609035051-0063,Q23-1-2-4-4-supplier-partsupp,1,2,4,4,supplier,partsupp
231,45032.0,app-20170606040718-0041,Q23-1-2-4-4-part-partsupp,1,2,4,4,part,partsupp
232,70945.0,app-20170602170133-0428,Q23-5-4-4-4-part-partsupp,5,4,4,4,part,partsupp
233,36401.0,app-20170602182249-0462,Q23-5-4-4-4-nation-region,5,4,4,4,nation,region
234,63971.0,app-20170602154647-0363,Q23-4-4-4-4-supplier-partsupp,4,4,4,4,supplier,partsupp
235,182599.0,app-20170606072646-0193,Q23-3-2-4-4-lineitem-order,3,2,4,4,lineitem,order
236,44674.0,app-20170603005524-0508,Q23-1-4-4-4-part-partsupp,1,4,4,4,part,partsupp
237,41315.0,app-20170606101822-0291,Q23-4-2-4-4-nation-customer,4,2,4,4,nation,customer
238,34908.0,app-20170602133112-0287,Q23-3-4-4-4-supplier-nation,3,4,4,4,supplier,nation
239,292258.0,app-20170602172445-0434,Q23-5-4-4-4-partsupp-lineitem,5,4,4,4,partsupp,lineitem
240,33864.0,app-20170609080505-0253,Q23-3-2-4-4-nation-region,3,2,4,4,nation,region
241,61138.0,app-20170606113148-0327,Q23-4-2-4-4-supplier-partsupp,4,2,4,4,supplier,partsupp
242,65004.0,app-20170606022128-1259,Q23-4-4-4-4-supplier-partsupp,4,4,4,4,supplier,partsupp
243,42865.0,app-20170603082459-0851,Q23-5-4-4-4-nation-customer,5,4,4,4,nation,customer
244,36903.0,app-20170603073857-0814,Q23-4-4-4-4-nation-region,4,4,4,4,nation,region
245,41019.0,app-20170602102754-0238,Q23-3-4-4-4-nation-customer,3,4,4,4,nation,customer
246,37287.0,app-20170605211431-1090,Q23-2-4-4-4-nation-region,2,4,4,4,nation,region
247,36554.0,app-20170605192406-1017,Q23-1-4-4-4-supplier-nation,1,4,4,4,supplier,nation
248,34322.0,app-20170606065324-0175,Q23-2-2-4-4-supplier-nation,2,2,4,4,supplier,nation
249,35424.0,app-20170603100435-0900,Q23-5-4-4-4-nation-region,5,4,4,4,nation,region
250,32966.0,app-20170609054840-0158,Q23-2-2-4-4-nation-region,2,2,4,4,nation,region
251,69662.0,app-20170605214346-1118,Q23-3-4-4-4-customer-order,3,4,4,4,customer,order
252,193417.0,app-20170605224908-1153,Q23-3-4-4-4-partsupp-lineitem,3,4,4,4,partsupp,lineitem
253,61251.0,app-20170602154034-0358,Q23-4-4-4-4-supplier-partsupp,4,4,4,4,supplier,partsupp
254,40604.0,app-20170602143042-0329,Q23-4-4-4-4-nation-customer,4,4,4,4,nation,customer
255,46129.0,app-20170609050136-0125,Q23-2-2-4-4-part-partsupp,2,2,4,4,part,partsupp
256,42315.0,app-20170609074623-0232,Q23-3-2-4-4-supplier-partsupp,3,2,4,4,supplier,partsupp
257,217010.0,app-20170609091008-0286,Q23-4-2-4-4-lineitem-order,4,2,4,4,lineitem,order
258,39194.0,app-20170605212831-1107,Q23-2-4-4-4-supplier-nation,2,4,4,4,supplier,nation
259,40800.0,app-20170609123206-0377,Q23-5-2-4-4-nation-customer,5,2,4,4,nation,customer
260,33723.0,app-20170609055308-0164,Q23-2-2-4-4-nation-region,2,2,4,4,nation,region
261,34308.0,app-20170606114825-0346,Q23-4-2-4-4-supplier-nation,4,2,4,4,supplier,nation
262,41225.0,app-20170603061405-0770,Q23-4-4-4-4-nation-customer,4,4,4,4,nation,customer
263,40768.0,app-20170606130850-0380,Q23-5-2-4-4-nation-customer,5,2,4,4,nation,customer
264,53341.0,app-20170603031052-0621,Q23-2-4-4-4-supplier-partsupp,2,4,4,4,supplier,partsupp
265,38170.0,app-20170602155653-0375,Q23-4-4-4-4-supplier-nation,4,4,4,4,supplier,nation
266,35476.0,app-20170606144930-0434,Q23-5-2-4-4-supplier-nation,5,2,4,4,supplier,nation
267,43281.0,app-20170605222623-1134,Q23-3-4-4-4-nation-customer,3,4,4,4,nation,customer
268,67117.0,app-20170609060534-0179,Q23-3-2-4-4-customer-order,3,2,4,4,customer,order
